District,Street,Community,AvgPrice,StdPrice,MaxPrice,MinPrice,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,Market1Distance,Market2Distance,Market3Distance,Market4Distance,Market5Distance,Market6Distance,Market7Distance,Market8Distance,TransactionCount,HousingTypeScore,MinDistance,CompositeScore,BusinessStrength,CustomerFlow,DevelopmentPotential,SurroundingFacilities,DC,westlake,Longitude,Latitude
上城,南星,凤凰北苑,43213.25806,10651.90474,58793,19608,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26588.0,26555.0,0.0,0.0,23240.33333,0.0,23398.0,22039.0,0.0,0.0,0.0,31995.0,0.0,25520.0,0.0,0.0,0.0,0.0,0.0,31202.0,42415.0,0.0,0.0,0.0,0.0,0.0,50962.0,0.0,0.0,0.0,0.0,34286.0,46412.0,0.0,0.0,0.0,46673.0,50656.0,0.0,46503.5,48854.5,0.0,0.0,0.0,43233.33333,45816.0,0.0,0.0,53738.5,0.0,49872.33333,48045.0,53009.0,50264.66667,49465.16667,49530.0,52794.66667,48962.0,0.0,0.0,41460.0,0.0,0.0,0.0,0.0,0.0,0.0,49057.0,0.0,0.0,55686.0,0.0,40146.0,0.0,0.0,0.0,50000.0,43657.0,0.0,0,0,0,54.06932373,46.80811345,35.21980534,107.2829438,27.34527616,44.14244213,58.33282671,41.08706786,62,2.517903226,0.027345276,17,17,6,16,22,621.6795875,22.62976652,120.180439,30.220756
上城,南星,凤凰南苑,42364.74257,8077.689233,56500,17273,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25205.0,0.0,0.0,18313.0,0.0,22475.0,0.0,26346.0,0.0,22884.0,27235.0,24549.0,0.0,0.0,0.0,32634.0,0.0,31180.5,0.0,37890.0,40145.0,0.0,0.0,0.0,0.0,0.0,0.0,46274.0,0.0,0.0,0.0,37580.0,48371.5,0.0,48647.5,0.0,43479.0,0.0,38871.0,44185.0,40510.0,0.0,36641.0,35734.0,0.0,47583.0,0.0,0.0,43455.75,0.0,40579.0,43137.88889,42661.6,43899.75,46876.71429,43710.75,47525.0,44411.4,40509.0,46435.66667,46358.0,40568.0,0.0,48913.8,0.0,0.0,54396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52911.0,0.0,0.0,50296.0,46809.0,44190.5,0.0,0.0,0,0,0,55.03861856,50.09257016,35.70135474,106.7484989,27.54250232,47.1969597,59.33497062,44.40554534,101,1.792772277,0.027542502,17,17,6,16,22,617.2278685,23.22236362,120.177642,30.218965
上城,南星,滨江钱塘印象,61206.66667,11515.25806,71518,45135,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.64340569,40.33944874,37.21228636,110.6715031,30.17032105,38.86152788,58.78139923,34.28174373,3,3.21,0.030170321,17,17,6,16,22,563.4676533,20.4158752,120.187391,30.222832
上城,南星,闻潮尚庭,61441.16667,12169.32819,79365,33628,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40625.0,0.0,0.0,0.0,60317.0,63730.5,0.0,56818.0,59024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60481.5,0.0,49841.0,0.0,65079.33333,0.0,0.0,0.0,0.0,79365.0,72135.5,0.0,0.0,0.0,0.0,0.0,0.0,79365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33628.0,0.0,0.0,0.0,0,0,0,48.4769425,35.26211361,32.19814127,106.1686288,26.08814146,32.43152173,52.52441685,29.96203952,18,1.734444444,0.026088141,17,17,6,16,22,651.6370675,21.57058185,120.187797,30.229953
上城,南星,凤凰城广场,21632.85714,4021.452252,35577,13823,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13823.0,0.0,0.0,0.0,0.0,16953.0,0.0,0.0,0.0,0.0,35577.0,0.0,0.0,19231.0,0.0,0.0,0.0,16347.0,21356.0,20353.0,0.0,0.0,20484.0,0.0,0.0,0.0,20737.0,22274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23451.33333,0.0,0.0,0.0,0.0,0.0,22048.0,0.0,22810.0,21937.5,22571.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,55.866299,49.8849794,36.60999663,107.7834293,28.48808265,47.2483002,60.15700888,44.09198442,21,2.198571429,0.028488083,17,17,6,16,22,596.7407568,22.6664553,120.178484,30.218326
上城,南星,金色海岸,69222.84211,17109.91594,117689,40484,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56858.0,0.0,0.0,0.0,0.0,40484.0,0.0,0.0,61284.0,75893.0,0.0,0.0,0.0,0.0,0.0,0.0,48780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56818.0,0.0,0.0,63902.0,0.0,0.0,57667.5,0.0,0.0,0.0,0.0,0.0,72990.0,91464.33333,75040.75,60221.0,88113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,459.7855506,509.6616391,458.6713311,406.7869542,459.6050246,499.1504,459.5998678,508.0027124,19,3.372631579,0.406786954,18,19,7,20,19,44.24920665,2.280671237,120.18714,30.219973
上城,南星,钱江国际商务中心,20279.88889,2796.038247,27400,16884,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18696.0,0.0,0.0,0.0,0.0,0.0,18987.0,0.0,0.0,0.0,0.0,0.0,27400.0,19958.0,0.0,0.0,0.0,0.0,0.0,16884.0,0.0,21664.0,19985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.63386967,53.89479664,37.94361989,107.7065971,29.59976544,51.09658107,61.94809642,48.10299393,9,1.365555556,0.029599765,17,17,6,16,22,574.3288755,22.99095129,120.175362,30.215801
上城,南星,海运国际大厦,23154.5,3916.505936,27946,19228,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19228.0,0.0,0.0,0.0,0.0,0.0,26084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.43479656,54.09995024,39.82130014,109.701211,31.50516683,51.7447606,63.74498325,48.12479864,4,1.08,0.031505167,17,17,6,16,22,539.594032,21.99191642,120.176563,30.214207
上城,南星,太和广场,35532.8125,10783.5617,49275,19486,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21148.0,0.0,21583.0,20931.0,0.0,0.0,0.0,0.0,20805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36465.0,0.0,0.0,0.0,40507.0,0.0,0.0,0.0,31492.0,0.0,45581.0,0.0,48035.0,0.0,0.0,0.0,41139.0,0.0,0.0,0.0,47638.0,0.0,39116.0,0.0,0.0,0.0,0.0,0.0,0.0,48036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,59.20858723,52.73470334,39.75335942,110.1580253,31.51061118,50.54759193,63.5100651,46.71313824,16,2.989375,0.031510611,17,17,6,16,22,539.5008019,21.69981152,120.177943,30.214747
上城,南星,秋涛路,37452.0,10821.61513,46517,22241,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45057.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52.72602412,48.46197786,33.511217,105.0103583,25.44054703,45.17660111,57.01626092,42.97822809,3,1.55,0.025440547,17,17,6,16,22,668.2246251,24.0090146,120.17775,30.22138
